Country,Region,IncomeGroup,Area,Measure,Value
Comoros,Africa,Low income,Total,Ecological deficit or reserve,-0.511552452
Comoros,Africa,Low income,Total,Ecological footprint of consumption,0.845711805
Congo,Africa,Lower-middle,Built up land,Biocapacity,0.035368991
Congo,Africa,Lower-middle,Cropland,Biocapacity,0.145769545
Congo,Africa,Lower-middle,Fishing grounds,Biocapacity,0.343191107
Congo,Africa,Lower-middle,Forest,Biocapacity,6.988249841
Congo,Africa,Lower-middle,Grazing land,Biocapacity,2.975135568
Congo,Africa,Lower-middle,Total,Biocapacity,10.48771505
Congo,Africa,Lower-middle,Built up land,Ecological deficit or reserve,0
Congo,Africa,Lower-middle,Cropland,Ecological deficit or reserve,-0.117776596
Congo,Africa,Lower-middle,Fishing grounds,Ecological deficit or reserve,0.22784557
Congo,Africa,Lower-middle,Forest,Ecological deficit or reserve,6.292694824
Congo,Africa,Lower-middle,Grazing land,Ecological deficit or reserve,2.86999636
Congo,Africa,Lower-middle,Total,Ecological deficit or reserve,9.272760158
Congo,Africa,Lower-middle,Built up land,Ecological footprint of consumption,0.035368991
Congo,Africa,Lower-middle,Cropland,Ecological footprint of consumption,0.263546141
Congo,Africa,Lower-middle,Fishing grounds,Ecological footprint of consumption,0.115345537
Congo,Africa,Lower-middle,Forest,Ecological footprint of consumption,0.695555017
Congo,Africa,Lower-middle,Grazing land,Ecological footprint of consumption,0.105139208
Congo,Africa,Lower-middle,Total,Ecological footprint of consumption,1.214954894
"Congo, Democratic Republic of",Africa,Low income,Built up land,Biocapacity,0.051289455
"Congo, Democratic Republic of",Africa,Low income,Cropland,Biocapacity,0.12128034
"Congo, Democratic Republic of",Africa,Low income,Fishing grounds,Biocapacity,0.040862775
"Congo, Democratic Republic of",Africa,Low income,Forest,Biocapacity,2.185928856
"Congo, Democratic Republic of",Africa,Low income,Grazing land,Biocapacity,0.283237673
"Congo, Democratic Republic of",Africa,Low income,Total,Biocapacity,2.682599099
"Congo, Democratic Republic of",Africa,Low income,Built up land,Ecological deficit or reserve,0
"Congo, Democratic Republic of",Africa,Low income,Cropland,Ecological deficit or reserve,-0.017218732
"Congo, Democratic Republic of",Africa,Low income,Fishing grounds,Ecological deficit or reserve,0.025121058
"Congo, Democratic Republic of",Africa,Low income,Forest,Ecological deficit or reserve,1.647070067
"Congo, Democratic Republic of",Africa,Low income,Grazing land,Ecological deficit or reserve,0.270911713
"Congo, Democratic Republic of",Africa,Low income,Total,Ecological deficit or reserve,1.925884106
"Congo, Democratic Republic of",Africa,Low income,Built up land,Ecological footprint of consumption,0.051289455
"Congo, Democratic Republic of",Africa,Low income,Cropland,Ecological footprint of consumption,0.138499072
"Congo, Democratic Republic of",Africa,Low income,Fishing grounds,Ecological footprint of consumption,0.015741717
"Congo, Democratic Republic of",Africa,Low income,Forest,Ecological footprint of consumption,0.538858789
"Congo, Democratic Republic of",Africa,Low income,Grazing land,Ecological footprint of consumption,0.01232596
"Congo, Democratic Republic of",Africa,Low income,Total,Ecological footprint of consumption,0.756714993
Cook Islands,Asia-Pacific,,Total,Biocapacity,1.195920172
Cook Islands,Asia-Pacific,,Total,Ecological deficit or reserve,-4.760268257
Cook Islands,Asia-Pacific,,Total,Ecological footprint of consumption,5.956188429
Costa Rica,Latin America,Upper-middle,Built up land,Biocapacity,0.103832896
Costa Rica,Latin America,Upper-middle,Cropland,Biocapacity,0.410395689
Costa Rica,Latin America,Upper-middle,Fishing grounds,Biocapacity,0.120995685
Costa Rica,Latin America,Upper-middle,Forest,Biocapacity,0.645637339
Costa Rica,Latin America,Upper-middle,Grazing land,Biocapacity,0.303944103
Costa Rica,Latin America,Upper-middle,Total,Biocapacity,1.584805712
Costa Rica,Latin America,Upper-middle,Built up land,Ecological deficit or reserve,0
Costa Rica,Latin America,Upper-middle,Cropland,Ecological deficit or reserve,0.064107986
Costa Rica,Latin America,Upper-middle,Fishing grounds,Ecological deficit or reserve,0.035082568
Costa Rica,Latin America,Upper-middle,Forest,Ecological deficit or reserve,-1.107434416
Costa Rica,Latin America,Upper-middle,Grazing land,Ecological deficit or reserve,0.082426587
Costa Rica,Latin America,Upper-middle,Total,Ecological deficit or reserve,-0.925817275
Costa Rica,Latin America,Upper-middle,Built up land,Ecological footprint of consumption,0.103832896
Costa Rica,Latin America,Upper-middle,Cropland,Ecological footprint of consumption,0.346287704
Costa Rica,Latin America,Upper-middle,Fishing grounds,Ecological footprint of consumption,0.085913117
Costa Rica,Latin America,Upper-middle,Forest,Ecological footprint of consumption,1.753071754
Costa Rica,Latin America,Upper-middle,Grazing land,Ecological footprint of consumption,0.221517516
Costa Rica,Latin America,Upper-middle,Total,Ecological footprint of consumption,2.510622986
Cote d'Ivoire,Africa,Lower-middle,Built up land,Biocapacity,0.088188407
Cote d'Ivoire,Africa,Lower-middle,Cropland,Biocapacity,0.899267883
Cote d'Ivoire,Africa,Lower-middle,Fishing grounds,Biocapacity,0.037544287
Cote d'Ivoire,Africa,Lower-middle,Forest,Biocapacity,0.423206522
Cote d'Ivoire,Africa,Lower-middle,Grazing land,Biocapacity,0.526154473
Cote d'Ivoire,Africa,Lower-middle,Total,Biocapacity,1.974361572
Cote d'Ivoire,Africa,Lower-middle,Built up land,Ecological deficit or reserve,0
Cote d'Ivoire,Africa,Lower-middle,Cropland,Ecological deficit or reserve,0.354656554
Cote d'Ivoire,Africa,Lower-middle,Fishing grounds,Ecological deficit or reserve,-0.085908947
Cote d'Ivoire,Africa,Lower-middle,Forest,Ecological deficit or reserve,-0.084975711
Cote d'Ivoire,Africa,Lower-middle,Grazing land,Ecological deficit or reserve,0.48684608
Cote d'Ivoire,Africa,Lower-middle,Total,Ecological deficit or reserve,0.670617976
Cote d'Ivoire,Africa,Lower-middle,Built up land,Ecological footprint of consumption,0.088188407
Cote d'Ivoire,Africa,Lower-middle,Cropland,Ecological footprint of consumption,0.544611329
Cote d'Ivoire,Africa,Lower-middle,Fishing grounds,Ecological footprint of consumption,0.123453234
Cote d'Ivoire,Africa,Lower-middle,Forest,Ecological footprint of consumption,0.508182233
Cote d'Ivoire,Africa,Lower-middle,Grazing land,Ecological footprint of consumption,0.039308393
Cote d'Ivoire,Africa,Lower-middle,Total,Ecological footprint of consumption,1.303743596
Croatia,EU-28,High income,Built up land,Biocapacity,0.066924029
Croatia,EU-28,High income,Cropland,Biocapacity,0.707058674
Croatia,EU-28,High income,Fishing grounds,Biocapacity,0.339775731
Croatia,EU-28,High income,Forest,Biocapacity,1.555020459
Croatia,EU-28,High income,Grazing land,Biocapacity,0.324949761
Croatia,EU-28,High income,Total,Biocapacity,2.993728654
Croatia,EU-28,High income,Built up land,Ecological deficit or reserve,0
Croatia,EU-28,High income,Cropland,Ecological deficit or reserve,-0.104950244
Croatia,EU-28,High income,Fishing grounds,Ecological deficit or reserve,0.26547115
Croatia,EU-28,High income,Forest,Ecological deficit or reserve,-0.947523362
Croatia,EU-28,High income,Grazing land,Ecological deficit or reserve,0.148690618
Croatia,EU-28,High income,Total,Ecological deficit or reserve,-0.638311838
Croatia,EU-28,High income,Built up land,Ecological footprint of consumption,0.066924029
Croatia,EU-28,High income,Cropland,Ecological footprint of consumption,0.812008918
Croatia,EU-28,High income,Fishing grounds,Ecological footprint of consumption,0.074304581
Croatia,EU-28,High income,Forest,Ecological footprint of consumption,2.502543822
Croatia,EU-28,High income,Grazing land,Ecological footprint of consumption,0.176259143
Croatia,EU-28,High income,Total,Ecological footprint of consumption,3.632040492
Cuba,Latin America,Upper-middle,Built up land,Biocapacity,0.027870361
Cuba,Latin America,Upper-middle,Cropland,Biocapacity,0.278231007
Cuba,Latin America,Upper-middle,Fishing grounds,Biocapacity,0.165022492
Cuba,Latin America,Upper-middle,Forest,Biocapacity,0.233695729
Cuba,Latin America,Upper-middle,Grazing land,Biocapacity,0.090336658
Cuba,Latin America,Upper-middle,Total,Biocapacity,0.795156247
Cuba,Latin America,Upper-middle,Built up land,Ecological deficit or reserve,0
Cuba,Latin America,Upper-middle,Cropland,Ecological deficit or reserve,-0.221332389
Cuba,Latin America,Upper-middle,Fishing grounds,Ecological deficit or reserve,0.144554768
Cuba,Latin America,Upper-middle,Forest,Ecological deficit or reserve,-1.014180057
Cuba,Latin America,Upper-middle,Grazing land,Ecological deficit or reserve,-0.020358867
Cuba,Latin America,Upper-middle,Total,Ecological deficit or reserve,-1.111316544
Cuba,Latin America,Upper-middle,Built up land,Ecological footprint of consumption,0.027870361
Cuba,Latin America,Upper-middle,Cropland,Ecological footprint of consumption,0.499563395
Cuba,Latin America,Upper-middle,Fishing grounds,Ecological footprint of consumption,0.020467724
Cuba,Latin America,Upper-middle,Forest,Ecological footprint of consumption,1.247875786
Cuba,Latin America,Upper-middle,Grazing land,Ecological footprint of consumption,0.110695525
Cuba,Latin America,Upper-middle,Total,Ecological footprint of consumption,1.906472791
Cyprus,EU-28,High income,Total,Biocapacity,0.243908148
Cyprus,EU-28,High income,Total,Ecological deficit or reserve,-3.078354016
Cyprus,EU-28,High income,Total,Ecological footprint of consumption,3.322262164
Czech Republic,EU-28,High income,Built up land,Biocapacity,0.152414316
Czech Republic,EU-28,High income,Cropland,Biocapacity,1.111152305
Czech Republic,EU-28,High income,Fishing grounds,Biocapacity,0.002016028
Czech Republic,EU-28,High income,Forest,Biocapacity,1.317886423
Czech Republic,EU-28,High income,Grazing land,Biocapacity,0.070137327
Czech Republic,EU-28,High income,Total,Biocapacity,2.653606398
Czech Republic,EU-28,High income,Built up land,Ecological deficit or reserve,0
Czech Republic,EU-28,High income,Cropland,Ecological deficit or reserve,0.238448891
Czech Republic,EU-28,High income,Fishing grounds,Ecological deficit or reserve,-0.032760875
Czech Republic,EU-28,High income,Forest,Ecological deficit or reserve,-2.919387652
Czech Republic,EU-28,High income,Grazing land,Ecological deficit or reserve,-0.232693206
Czech Republic,EU-28,High income,Total,Ecological deficit or reserve,-2.946392843
Czech Republic,EU-28,High income,Built up land,Ecological footprint of consumption,0.152414316
Czech Republic,EU-28,High income,Cropland,Ecological footprint of consumption,0.872703414
Czech Republic,EU-28,High income,Fishing grounds,Ecological footprint of consumption,0.034776902
Czech Republic,EU-28,High income,Forest,Ecological footprint of consumption,4.237274075
Czech Republic,EU-28,High income,Grazing land,Ecological footprint of consumption,0.302830533
Czech Republic,EU-28,High income,Total,Ecological footprint of consumption,5.599999241
Denmark,EU-28,High income,Built up land,Biocapacity,0.214075999
Denmark,EU-28,High income,Cropland,Biocapacity,2.061550175
Denmark,EU-28,High income,Fishing grounds,Biocapacity,1.803498451
Denmark,EU-28,High income,Forest,Biocapacity,0.33856948
Denmark,EU-28,High income,Grazing land,Biocapacity,0.00767642
Denmark,EU-28,High income,Total,Biocapacity,4.425370526
Denmark,EU-28,High income,Built up land,Ecological deficit or reserve,0
Denmark,EU-28,High income,Cropland,Ecological deficit or reserve,0.80808724
Denmark,EU-28,High income,Fishing grounds,Ecological deficit or reserve,1.078331325
Denmark,EU-28,High income,Forest,Ecological deficit or reserve,-4.105655229
Denmark,EU-28,High income,Grazing land,Ecological deficit or reserve,-0.482505896
Denmark,EU-28,High income,Total,Ecological deficit or reserve,-2.70174256
Denmark,EU-28,High income,Built up land,Ecological footprint of consumption,0.214075999
Denmark,EU-28,High income,Cropland,Ecological footprint of consumption,1.253462935
Denmark,EU-28,High income,Fishing grounds,Ecological footprint of consumption,0.725167126
Denmark,EU-28,High income,Forest,Ecological footprint of consumption,4.444224709
Denmark,EU-28,High income,Grazing land,Ecological footprint of consumption,0.490182317
Denmark,EU-28,High income,Total,Ecological footprint of consumption,7.127113086
Djibouti,Africa,Lower-middle,Built up land,Biocapacity,0.203466327
Djibouti,Africa,Lower-middle,Cropland,Biocapacity,0.017662544
Djibouti,Africa,Lower-middle,Fishing grounds,Biocapacity,0.298884397
Djibouti,Africa,Lower-middle,Forest,Biocapacity,0.002199198
Djibouti,Africa,Lower-middle,Grazing land,Biocapacity,0.230677638
Djibouti,Africa,Lower-middle,Total,Biocapacity,0.752890104
Djibouti,Africa,Lower-middle,Built up land,Ecological deficit or reserve,0
Djibouti,Africa,Lower-middle,Cropland,Ecological deficit or reserve,-1.70454125
Djibouti,Africa,Lower-middle,Fishing grounds,Ecological deficit or reserve,0.26438566
Djibouti,Africa,Lower-middle,Forest,Ecological deficit or reserve,-0.713967158
Djibouti,Africa,Lower-middle,Grazing land,Ecological deficit or reserve,-0.030329085
Djibouti,Africa,Lower-middle,Total,Ecological deficit or reserve,-2.184451832
Djibouti,Africa,Lower-middle,Built up land,Ecological footprint of consumption,0.203466327
Djibouti,Africa,Lower-middle,Cropland,Ecological footprint of consumption,1.722203793
Djibouti,Africa,Lower-middle,Fishing grounds,Ecological footprint of consumption,0.034498737
Djibouti,Africa,Lower-middle,Forest,Ecological footprint of consumption,0.716166356
Djibouti,Africa,Lower-middle,Grazing land,Ecological footprint of consumption,0.261006723
Djibouti,Africa,Lower-middle,Total,Ecological footprint of consumption,2.937341936
Dominica,Latin America,Upper-middle,Total,Biocapacity,1.049555575
Dominica,Latin America,Upper-middle,Total,Ecological deficit or reserve,-1.479011986
Dominica,Latin America,Upper-middle,Total,Ecological footprint of consumption,2.528567561
Dominican Republic,Latin America,Upper-middle,Built up land,Biocapacity,0.052805086
Dominican Republic,Latin America,Upper-middle,Cropland,Biocapacity,0.249682211
Dominican Republic,Latin America,Upper-middle,Fishing grounds,Biocapacity,0.024213031
Dominican Republic,Latin America,Upper-middle,Forest,Biocapacity,0.158363519
Dominican Republic,Latin America,Upper-middle,Grazing land,Biocapacity,0.110682757
Dominican Republic,Latin America,Upper-middle,Total,Biocapacity,0.595746604
Dominican Republic,Latin America,Upper-middle,Built up land,Ecological deficit or reserve,0
Dominican Republic,Latin America,Upper-middle,Cropland,Ecological deficit or reserve,-0.126065789
Dominican Republic,Latin America,Upper-middle,Fishing grounds,Ecological deficit or reserve,-0.009227017
Dominican Republic,Latin America,Upper-middle,Forest,Ecological deficit or reserve,-0.854423062
Dominican Republic,Latin America,Upper-middle,Grazing land,Ecological deficit or reserve,-0.003546152
Dominican Republic,Latin America,Upper-middle,Total,Ecological deficit or reserve,-0.993262019
Dominican Republic,Latin America,Upper-middle,Built up land,Ecological footprint of consumption,0.052805086
Dominican Republic,Latin America,Upper-middle,Cropland,Ecological footprint of consumption,0.375748
Dominican Republic,Latin America,Upper-middle,Fishing grounds,Ecological footprint of consumption,0.033440047
Dominican Republic,Latin America,Upper-middle,Forest,Ecological footprint of consumption,1.01278658
Dominican Republic,Latin America,Upper-middle,Grazing land,Ecological footprint of consumption,0.114228909
Dominican Republic,Latin America,Upper-middle,Total,Ecological footprint of consumption,1.589008623
Ecuador,Latin America,Upper-middle,Built up land,Biocapacity,0.073946622
Ecuador,Latin America,Upper-middle,Cropland,Biocapacity,0.363882251
Ecuador,Latin America,Upper-middle,Fishing grounds,Biocapacity,0.105493917
Ecuador,Latin America,Upper-middle,Forest,Biocapacity,1.34210089
Ecuador,Latin America,Upper-middle,Grazing land,Biocapacity,0.18591085
Ecuador,Latin America,Upper-middle,Total,Biocapacity,2.071334529
Ecuador,Latin America,Upper-middle,Built up land,Ecological deficit or reserve,0
Ecuador,Latin America,Upper-middle,Cropland,Ecological deficit or reserve,0.052582891
Ecuador,Latin America,Upper-middle,Fishing grounds,Ecological deficit or reserve,0.033631424
Ecuador,Latin America,Upper-middle,Forest,Ecological deficit or reserve,-0.055601479
Ecuador,Latin America,Upper-middle,Grazing land,Ecological deficit or reserve,-0.00231735
Ecuador,Latin America,Upper-middle,Total,Ecological deficit or reserve,0.028295485
Ecuador,Latin America,Upper-middle,Built up land,Ecological footprint of consumption,0.073946622
Ecuador,Latin America,Upper-middle,Cropland,Ecological footprint of consumption,0.31129936
Ecuador,Latin America,Upper-middle,Fishing grounds,Ecological footprint of consumption,0.071862493
Ecuador,Latin America,Upper-middle,Forest,Ecological footprint of consumption,1.397702369
Ecuador,Latin America,Upper-middle,Grazing land,Ecological footprint of consumption,0.1882282
Ecuador,Latin America,Upper-middle,Total,Ecological footprint of consumption,2.043039044
Egypt,Africa,Lower-middle,Total,Biocapacity,0.473452314
Egypt,Africa,Lower-middle,Total,Ecological deficit or reserve,-1.51067962
Egypt,Africa,Lower-middle,Total,Ecological footprint of consumption,1.984131934
El Salvador,Latin America,Lower-middle,Built up land,Biocapacity,0.043906953
El Salvador,Latin America,Lower-middle,Cropland,Biocapacity,0.258053147
El Salvador,Latin America,Lower-middle,Fishing grounds,Biocapacity,0.115858751
El Salvador,Latin America,Lower-middle,Forest,Biocapacity,0.04263535
El Salvador,Latin America,Lower-middle,Grazing land,Biocapacity,0.1534627
El Salvador,Latin America,Lower-middle,Total,Biocapacity,0.6139169
El Salvador,Latin America,Lower-middle,Built up land,Ecological deficit or reserve,0
El Salvador,Latin America,Lower-middle,Cropland,Ecological deficit or reserve,-0.145016858
El Salvador,Latin America,Lower-middle,Fishing grounds,Ecological deficit or reserve,-0.064988765
El Salvador,Latin America,Lower-middle,Forest,Ecological deficit or reserve,-1.121624377
El Salvador,Latin America,Lower-middle,Grazing land,Ecological deficit or reserve,-0.052247188
El Salvador,Latin America,Lower-middle,Total,Ecological deficit or reserve,-1.383877189
El Salvador,Latin America,Lower-middle,Built up land,Ecological footprint of consumption,0.043906953
El Salvador,Latin America,Lower-middle,Cropland,Ecological footprint of consumption,0.403070006
El Salvador,Latin America,Lower-middle,Fishing grounds,Ecological footprint of consumption,0.180847516
El Salvador,Latin America,Lower-middle,Forest,Ecological footprint of consumption,1.164259727
El Salvador,Latin America,Lower-middle,Grazing land,Ecological footprint of consumption,0.205709888
El Salvador,Latin America,Lower-middle,Total,Ecological footprint of consumption,1.997794089
Equatorial Guinea,Africa,High income,Built up land,Biocapacity,0.025603543
Equatorial Guinea,Africa,High income,Cropland,Biocapacity,0.124190568
Equatorial Guinea,Africa,High income,Fishing grounds,Biocapacity,0.913622752
Equatorial Guinea,Africa,High income,Forest,Biocapacity,2.710555414
Equatorial Guinea,Africa,High income,Grazing land,Biocapacity,0.132756097
Equatorial Guinea,Africa,High income,Total,Biocapacity,3.906728373
Equatorial Guinea,Africa,High income,Built up land,Ecological deficit or reserve,0
Equatorial Guinea,Africa,High income,Cropland,Ecological deficit or reserve,-0.188231996
Equatorial Guinea,Africa,High income,Fishing grounds,Ecological deficit or reserve,0.753119014
Equatorial Guinea,Africa,High income,Forest,Ecological deficit or reserve,0.210441049
Equatorial Guinea,Africa,High income,Grazing land,Ecological deficit or reserve,0.111556102
Equatorial Guinea,Africa,High income,Total,Ecological deficit or reserve,0.886884168
Equatorial Guinea,Africa,High income,Built up land,Ecological footprint of consumption,0.025603543
Equatorial Guinea,Africa,High income,Cropland,Ecological footprint of consumption,0.312422564
Equatorial Guinea,Africa,High income,Fishing grounds,Ecological footprint of consumption,0.160503738
Equatorial Guinea,Africa,High income,Forest,Ecological footprint of consumption,2.500114365
Equatorial Guinea,Africa,High income,Grazing land,Ecological footprint of consumption,0.021199995
Equatorial Guinea,Africa,High income,Total,Ecological footprint of consumption,3.019844205
Eritrea,Africa,Low income,Built up land,Biocapacity,0.025289253
Eritrea,Africa,Low income,Cropland,Biocapacity,0.081795576
Eritrea,Africa,Low income,Fishing grounds,Biocapacity,1.121619081
Eritrea,Africa,Low income,Forest,Biocapacity,0.101964509
Eritrea,Africa,Low income,Grazing land,Biocapacity,0.223336593
Eritrea,Africa,Low income,Total,Biocapacity,1.554005012
Eritrea,Africa,Low income,Built up land,Ecological deficit or reserve,0
Eritrea,Africa,Low income,Cropland,Ecological deficit or reserve,-0.030520697
Eritrea,Africa,Low income,Fishing grounds,Ecological deficit or reserve,1.105743737
Eritrea,Africa,Low income,Forest,Ecological deficit or reserve,-0.024333187
Eritrea,Africa,Low income,Grazing land,Ecological deficit or reserve,0.000323221
Eritrea,Africa,Low income,Total,Ecological deficit or reserve,1.051213075
Eritrea,Africa,Low income,Built up land,Ecological footprint of consumption,0.025289253
Eritrea,Africa,Low income,Cropland,Ecological footprint of consumption,0.112316273
Eritrea,Africa,Low income,Fishing grounds,Ecological footprint of consumption,0.015875344
Eritrea,Africa,Low income,Forest,Ecological footprint of consumption,0.126297696
Eritrea,Africa,Low income,Grazing land,Ecological footprint of consumption,0.223013372
Eritrea,Africa,Low income,Total,Ecological footprint of consumption,0.502791938
Estonia,EU-28,High income,Built up land,Biocapacity,0.073213584
Estonia,EU-28,High income,Cropland,Biocapacity,1.227841063
Estonia,EU-28,High income,Fishing grounds,Biocapacity,4.326054289
Estonia,EU-28,High income,Forest,Biocapacity,4.015790354
Estonia,EU-28,High income,Grazing land,Biocapacity,0.085793368
Estonia,EU-28,High income,Total,Biocapacity,9.728692658
Estonia,EU-28,High income,Built up land,Ecological deficit or reserve,0
Estonia,EU-28,High income,Cropland,Ecological deficit or reserve,0.58320178
Estonia,EU-28,High income,Fishing grounds,Ecological deficit or reserve,4.253990856
Estonia,EU-28,High income,Forest,Ecological deficit or reserve,-2.033509923
Estonia,EU-28,High income,Grazing land,Ecological deficit or reserve,-0.040263928
Estonia,EU-28,High income,Total,Ecological deficit or reserve,2.763418784
Estonia,EU-28,High income,Built up land,Ecological footprint of consumption,0.073213584
Estonia,EU-28,High income,Cropland,Ecological footprint of consumption,0.644639283
Estonia,EU-28,High income,Fishing grounds,Ecological footprint of consumption,0.072063433
Estonia,EU-28,High income,Forest,Ecological footprint of consumption,6.049300277
Estonia,EU-28,High income,Grazing land,Ecological footprint of consumption,0.126057297
Estonia,EU-28,High income,Total,Ecological footprint of consumption,6.965273874
Ethiopia,Africa,Low income,Built up land,Biocapacity,0.071613153
Ethiopia,Africa,Low income,Cropland,Biocapacity,0.35643242
Ethiopia,Africa,Low income,Fishing grounds,Biocapacity,0.039553169
Ethiopia,Africa,Low income,Forest,Biocapacity,0.044212207
Ethiopia,Africa,Low income,Grazing land,Biocapacity,0.115087319
Ethiopia,Africa,Low income,Total,Biocapacity,0.626898268
Ethiopia,Africa,Low income,Built up land,Ecological deficit or reserve,0
Ethiopia,Africa,Low income,Cropland,Ecological deficit or reserve,0.007173526
Ethiopia,Africa,Low income,Fishing grounds,Ecological deficit or reserve,0.037454926
Ethiopia,Africa,Low income,Forest,Ecological deficit or reserve,-0.512456889
Ethiopia,Africa,Low income,Grazing land,Ecological deficit or reserve,0.005939224
Ethiopia,Africa,Low income,Total,Ecological deficit or reserve,-0.461889213
Ethiopia,Africa,Low income,Built up land,Ecological footprint of consumption,0.071613153
Ethiopia,Africa,Low income,Cropland,Ecological footprint of consumption,0.349258894
Ethiopia,Africa,Low income,Fishing grounds,Ecological footprint of consumption,0.002098243
Ethiopia,Africa,Low income,Forest,Ecological footprint of consumption,0.556669096
Ethiopia,Africa,Low income,Grazing land,Ecological footprint of consumption,0.109148095
Ethiopia,Africa,Low income,Total,Ecological footprint of consumption,1.088787481
Fiji,Asia-Pacific,Upper-middle,Built up land,Biocapacity,0.045640736
Fiji,Asia-Pacific,Upper-middle,Cropland,Biocapacity,0.298339771
Fiji,Asia-Pacific,Upper-middle,Fishing grounds,Biocapacity,0.650418248
Fiji,Asia-Pacific,Upper-middle,Forest,Biocapacity,1.286932072
Fiji,Asia-Pacific,Upper-middle,Grazing land,Biocapacity,0.090239258
Fiji,Asia-Pacific,Upper-middle,Total,Biocapacity,2.371570085
Fiji,Asia-Pacific,Upper-middle,Built up land,Ecological deficit or reserve,0
Fiji,Asia-Pacific,Upper-middle,Cropland,Ecological deficit or reserve,-0.278106575
Fiji,Asia-Pacific,Upper-middle,Fishing grounds,Ecological deficit or reserve,-0.707296649
Fiji,Asia-Pacific,Upper-middle,Forest,Ecological deficit or reserve,-0.442869309
Fiji,Asia-Pacific,Upper-middle,Grazing land,Ecological deficit or reserve,-0.097435893
Fiji,Asia-Pacific,Upper-middle,Total,Ecological deficit or reserve,-1.525708427
Fiji,Asia-Pacific,Upper-middle,Built up land,Ecological footprint of consumption,0.045640736
Fiji,Asia-Pacific,Upper-middle,Cropland,Ecological footprint of consumption,0.576446347
Fiji,Asia-Pacific,Upper-middle,Fishing grounds,Ecological footprint of consumption,1.357714897
Fiji,Asia-Pacific,Upper-middle,Forest,Ecological footprint of consumption,1.729801381
Fiji,Asia-Pacific,Upper-middle,Grazing land,Ecological footprint of consumption,0.187675151
Fiji,Asia-Pacific,Upper-middle,Total,Ecological footprint of consumption,3.897278512
Finland,EU-28,High income,Built up land,Biocapacity,0.155198054
Finland,EU-28,High income,Cropland,Biocapacity,0.877661268
Finland,EU-28,High income,Fishing grounds,Biocapacity,2.3064549
Finland,EU-28,High income,Forest,Biocapacity,9.477649474
Finland,EU-28,High income,Grazing land,Biocapacity,0.047344169
Finland,EU-28,High income,Total,Biocapacity,12.86430787
Finland,EU-28,High income,Built up land,Ecological deficit or reserve,0
Finland,EU-28,High income,Cropland,Ecological deficit or reserve,-0.129110731
Finland,EU-28,High income,Fishing grounds,Ecological deficit or reserve,2.055485911
Finland,EU-28,High income,Forest,Ecological deficit or reserve,4.968768848
Finland,EU-28,High income,Grazing land,Ecological deficit or reserve,-0.124956764
Finland,EU-28,High income,Total,Ecological deficit or reserve,6.770187264
Finland,EU-28,High income,Built up land,Ecological footprint of consumption,0.155198054
Finland,EU-28,High income,Cropland,Ecological footprint of consumption,1.006771999
Finland,EU-28,High income,Fishing grounds,Ecological footprint of consumption,0.25096899
Finland,EU-28,High income,Forest,Ecological footprint of consumption,4.508880627
Finland,EU-28,High income,Grazing land,Ecological footprint of consumption,0.172300933
Finland,EU-28,High income,Total,Ecological footprint of consumption,6.094120602
France,EU-28,High income,Built up land,Biocapacity,0.164222481
France,EU-28,High income,Cropland,Biocapacity,1.332077679
France,EU-28,High income,Fishing grounds,Biocapacity,0.112552391
France,EU-28,High income,Forest,Biocapacity,0.957672576
France,EU-28,High income,Grazing land,Biocapacity,0.159239645
France,EU-28,High income,Total,Biocapacity,2.725764771
France,EU-28,High income,Built up land,Ecological deficit or reserve,0
France,EU-28,High income,Cropland,Ecological deficit or reserve,0.382407262
France,EU-28,High income,Fishing grounds,Ecological deficit or reserve,-0.093219024
France,EU-28,High income,Forest,Ecological deficit or reserve,-2.158752512
France,EU-28,High income,Grazing land,Ecological deficit or reserve,-0.102763791
France,EU-28,High income,Total,Ecological deficit or reserve,-1.972328064
France,EU-28,High income,Built up land,Ecological footprint of consumption,0.164222481
France,EU-28,High income,Cropland,Ecological footprint of consumption,0.949670417
France,EU-28,High income,Fishing grounds,Ecological footprint of consumption,0.205771414
France,EU-28,High income,Forest,Ecological footprint of consumption,3.116425088
France,EU-28,High income,Grazing land,Ecological footprint of consumption,0.262003436
France,EU-28,High income,Total,Ecological footprint of consumption,4.698092835
French Guiana,Latin America,,Built up land,Biocapacity,0.005633596
French Guiana,Latin America,,Cropland,Biocapacity,0.106051503
French Guiana,Latin America,,Fishing grounds,Biocapacity,15.06795922
French Guiana,Latin America,,Forest,Biocapacity,87.61616996
French Guiana,Latin America,,Grazing land,Biocapacity,0.064110874
French Guiana,Latin America,,Total,Biocapacity,102.8599252
French Guiana,Latin America,,Built up land,Ecological deficit or reserve,0
French Guiana,Latin America,,Cropland,Ecological deficit or reserve,0
French Guiana,Latin America,,Fishing grounds,Ecological deficit or reserve,14.94607721
French Guiana,Latin America,,Forest,Ecological deficit or reserve,85.31929628
French Guiana,Latin America,,Grazing land,Ecological deficit or reserve,0
French Guiana,Latin America,,Total,Ecological deficit or reserve,100.2653735
French Guiana,Latin America,,Built up land,Ecological footprint of consumption,0.005633596
French Guiana,Latin America,,Cropland,Ecological footprint of consumption,0.106051503
French Guiana,Latin America,,Fishing grounds,Ecological footprint of consumption,0.121882012
French Guiana,Latin America,,Forest,Ecological footprint of consumption,2.296873678
