key,description
ConspiracySet1.3,"Secret organizations communicate with extraterrestrials, but keep this fact from the help (1=Definetely not true, 5=Definetely true)"
ConspiracySet1.4,"The spread of certain viruses and/or diseases is the result of deliberate, concealed efforts to some organization  (1=Definetely not true, 5=Definetely true)"
ConspiracySet1.5,"Groups of scientists manipulate, fabricate, or suppress evidence in order to deceive the public (1=Definetely not true, 5=Definetely true)"
ConspiracySet1.6,"The government permits or pepetrates acts of terrorism on its own soil, disguising its involvement  (1=Definetely not true, 5=Definetely true)"
ConspiracySet1.7,"A small, secret group of people is responsible for making all major world decisions, such as going to war (1=Definetely not true, 5=Definetely true)"
ConspiracySet2.1,"Evidence of alien contact is being concealed from the public (1=Definetely not true, 5=Definetely true)"
ConspiracySet2.2,"Technology with mind-control capacities is used on people without their knowledge  (1=Definetely not true, 5=Definetely true)"
ConspiracySet2.3,"New and advanced technology which would harm current industry is being suppressed  (1=Definetely not true, 5=Definetely true)"
ConspiracySet2.4,"The government uses people as patsies to hide its involvement in criminal activity  (1=Definetely not true, 5=Definetely true)"
ConspiracySet2.5,"Certain significant events have been the result of the activity of a small group who secretly manipulate world events  (1=Definetely not true, 5=Definetely true)"
ConspiracySet2.6,"Some UFO sightings and rumors are planned or staged in order to distract the public from real alien contact  (1=Definetely not true, 5=Definetely true)"
ConspiracySet2.7,"Experiments involving new drugs or technologies are routinely carried out on the public without their knowledge or consent (1=Definetely not true, 5=Definetely true)"
ConspiracySet2.8,"A lot of important information is deliberately concealed from the public out of self-interest (1=Definetely not true, 5=Definetely true)"
Citizen,"Are you a US citizen? (1=No, 2=Yes)"
Sociopolitical,"How would you describe your political orientation with regard to social issues? 1 = very liberal, 7 = very conservative"
Econopolitical,"How would you describe your political orientation with regard to economic issues? 1 = very liberal, 7 = very conservative"
MaskPolitical,"Do you believe that some people wear a mask as a political statement? (1=Strongly disagree, 7=Strongly agree)"
MaskOtherStatement,"Does the possibility that others might interpret you wearing a mask as a political statement make you more or less likely to wear a mask? (1=Much less likely, 7=Much more likely)"
NoMaskOtherState,"Does the possibility that others might interpret you NOT wearing a mask as a political statement make you more or less likely to wear a mask? (1=Much less likely, 7=Much more likely)"
RefuseMask,"Do you believe that some people refuse to wear a mask to make a political statement? (1=Not at all, 7=Absolutely)"
MaskMakeStatement,"How often do you wear a face mask with the intention of making a political statement? 1 = never, 3 = sometimes, 5 = always, 6 = I never wear a mask"
NoMaskStatement,"When you go out without wearing a face mask, how often do you do so with the intention of making a political statement? 1 = never, 3 = sometimes, 5 = always, 6 = I never wear a mask"
TrumpMask1,"President Trump was photographed wearing a mask publicly for the first time in July at Walter Reed National Military Medical Center, where he told reporters, ?When you?re in a hospital, especially... I think it?s a great thing to wear a mask.? Does this make you more or less likely to wear a mask? (1=Much less likely, 7=Much more likely)"
MaskDem,"Do you believe that someone wearing a mask is more likely to be a Democrat? (1=Not at all, 7=Absolutely)"
MaskRep,"Do you believe that someone not wearing a mask is more likely to be a Republican? (1=Not at all, 7=Absolutely)"
MaskDemAffiliate,"Does the possibility that others might interpret you wearing a mask as a sign of political affiliation with Democrats make you more or less likely to wear a mask? (1=Much less likely, 7=Much more likely)"
MaskRepAffiliate,"Does the possibility that others might interpret you not wearing a mask as a sign of political affiliation with Republicans make you more or less likely to wear a mask? (1=Much less likely, 7=Much more likely)"
TrumpMask2,"In a June interview with the Wall Street Journal, President Trump said that he believes some people wear masks to signal their disapproval of him (rather than to prevent the spread of the virus). Does this make you more or less likely to wear a mask? (1=Much less likely, 7=Much more likely)"
Relationship,"How would you describe your current relationship status? (1=Single, 2=In a non-committed relationship, 3=In a committed relationship)"
RelationChange,"Did your relationship status change over the past 12 months (i.e., since September 2020) (1=no, 2=yes)"
RelationTypeChang,"How did your relationship status change over the past 12 months? (1=My significant other and I broke up, 3=Began a non-committed romantic relationship, 4=Began a committed romantic relationship)"
MonthRelStatus,"When (what month) did your relationship status change? (1=October, 2020, 11=August, 2020)"
FriendSameBelief,"How important is it that your friends hold similar beliefs to you? (1=Not at all important, 7=Extremely important)"
RightWing,"Everyone should be allowed to have their own lifestyle, religious beliefs, and political opinions, even if they go against established norms. (1=Strongly disagree, 7=Strongly agree)"
Dogmatism,"There is a particular set of religious teachings that are true because they are the basic, bedrock message that God has given humanity. (1=Strongly disagree, 7=Strongly agree)"
Fundamentalism,"My religion has given humanity a complete, unfailing guide to happiness and salvation, which should be strictly followed. (1=Strongly disagree, 7=Strongly agree)"
Exclusivity,"There are basically only two kinds of people in the world: the faithful and spiritual, who will be rewarded, and the rest, who will not. (1=Strongly disagree, 7=Strongly agree)"
PopChallenge,"Humanity is facing many challenges as our population grows. With more people, we need to find ways to either generate more resources or cut back on consumption. If you had to choose one of the following options to deal with these challenges, do you think we should (choose one): (1=Develop new technologies to increase productivity , 2=Adapt to live with less rather than invent ways to produce more , 3=Do some of both a and b, 4=Enjoy what we have and not worry about either a or b )"
TechVSconsume,"When thinking about the best way that humanity can meet these challenges, how much should we focus on developing new technologies compared to cutting back on consumption? (Choose your desired mix with the slider.) (1=Only develop new technologies, 100=Only cut back on consumption)"
Income,"What was your combined household income in the previous year before taxes? (1 = under 15k, 2 = 15k-25k, 3 = 25k-35k, 4 = 35k-50k, 5 = 50k-75k, 6 = 75k-100k, 7 = 100k-150k, 8 = 150k-200k, 9 = over 200k, 10 = Prefer not to share)"
Savings,"Approximately, what is the total amount of money that you have in all of your checking(s) and saving(s) account? (1 = 0-500, 2 = 500-5k, 3 = 5k-20k, 4 = 20k-45k, 5 = 45k-70k, 6 = 70k-100k, 7 = 100k-150k, 8 = 150k-200k, 9 = over 200k, 10 = Prefer not to share)"
Assets,"Approximately, what is the total net worth of all of your assets combined (including your primary residence, other real estate, business, vehicles, stocks, trusts, etc)? (1 = 0-500, 2 = 500-5k, 3 = 5k-20k, 4 = 20k-45k, 5 = 45k-70k, 6 = 70k-100k, 7 = 100k-150k, 8 = 150k-200k, 9 = over 200k, 10 = Prefer not to share)"
OptimisticOrdinal1,"Optimistic How optimistic do you feel about how things will be in: Two days from now? 1 = very optimistic, 7 = very pessimistic"
OptimisticOrdinal2,"Optimistic How optimistic do you feel about how things will be in: Two weeks from now? 1 = very optimistic, 7 = very pessimistic"
OptimisticOrdinal3,"Optimistic How optimistic do you feel about how things will be in: Two months from now? 1 = very optimistic, 7 = very pessimistic"
OptimisticOrdinal4,"Optimistic How optimistic do you feel about how things will be in: One year from now? 1 = very optimistic, 7 = very pessimistic"
OptimisticOrdinal5,"Optimistic How optimistic do you feel about how things will be in: Ten years from now? 1 = very optimistic, 7 = very pessimistic"
OptimisticSlider1,"Optimistic How optimistic do you feel about how things will be in: Two days from now? (0 = very pessimistic, 100 = very optimistic)"
OptimisticSlider2,"Optimistic How optimistic do you feel about how things will be in: Seven days from now?(0 = very pessimistic, 100 = very optimistic)"
OptimisticSlider3,"Optimistic How optimistic do you feel about how things will be in: Four weeks from now? (0 = very pessimistic, 100 = very optimistic)"
OptimisticSlider4,"Optimistic How optimistic do you feel about how things will be in: Six months from now? (0 = very pessimistic, 100 = very optimistic)"
OptimisticSlider5,"Optimistic How optimistic do you feel about how things will be in: One year from now? (0 = very pessimistic, 100 = very optimistic)"
OptimisticSlider6,"Optimistic How optimistic do you feel about how things will be in: Five years from now? (0 = very pessimistic, 100 = very optimistic)"
OptimisticSlider7,"Optimistic How optimistic do you feel about how things will be in: Ten years from now? (0 = very pessimistic, 100 = very optimistic)"
OptimisticSlider8,"Optimistic How optimistic do you feel about how things will be in: 100 years from now? (0 = very pessimistic, 100 = very optimistic)"
OptimisticSlider9,"Optimistic How optimistic do you feel about how things will be in: 1000 years from now? (0 = very pessimistic, 100 = very optimistic)"
Optimism7days,When you consider how optimistic/ pessimistic you are about 7 days from now what things come to mind?
Optimism6months,When you consider how optimistic/ pessimistic you are about 6 months from now what things come to mind?
Optimism10years,When you consider how optimistic/ pessimistic you are about 10 years from now what things come to mind?
MaskStigma1,"Wearing a face mask is cool (1=strongly disagree, 7=Strongly agree)"
MaskStigma2,"Wearing a face mask is shameful (1=strongly disagree, 7=Strongly agree)"
MaskStigma3,"Wearing a face mask is a sign of weakness (1=strongly disagree, 7=Strongly agree)"
MaskStigma4,"The stigma attached to wearing a face mask is preventing me from wearing one as often as I should (1=strongly disagree, 7=Strongly agree)"
MaskStereotype,"Do you think men or women are more likely to wear a mask in public? 1 = men much more likely, 7 = women much more likely"
MaskLegal,"Is there a legal requirement to wear a face mask in your area? 1 = no, 2 = yes, 3 = don't know"
MaskRespect,"In general, how often do you see people that you respect and trust wearing a mask (e.g., on tv, news, etc.)? 1 = never/rarely, 7 = very often"
MaskEncouraged,"How much are mask-wearing rules encouraged in your area (e.g., by local or state government officials, businesses, etc.)? 1 = strongly discouraged, 7 = strongly encouraged"
MaskMouthNose,"For preventing the spread of COVID19, how important is it to wear a mask covering both mouth and nose, compared to just covering the mouth? (1=not at all important; 7=very important)"
NotCoverNose,"How often do you wear a mask around others in public indoors where your mouth is covered but your nose is exposed? (1=never, 4=half the time, 7=always)"
FeelOthersNose,"When you see a person indoors wearing a mask with their nose uncovered, how does this make you feel about that person? (1=much more negatively; 4=no difference; 7=much more positively)"
WrongMaskIntention,"When you see a person indoors wearing a mask with their nose uncovered, how likely do you think it is that they are intentionally wearing their mask like this? (1=Not at all; 7=Completely"
WrongMaskComfort,"If a person intentionally wears a mask indoors with their nose uncovered, to what extent do you think they are doing so for reasons of personal comfort? (1=Not at all; 7=Completely"
WrongMaskComply,"If a person intentionally wears a mask indoors with their nose uncovered, to what extent do you think they are doing so to 'comply' with a mask requirement that they personally disagree with? (1=Not at all; 7=Completely)"
SourceInfo1,From which of the following sources of information do you regularly get information about COVID-19? (please choose all that apply) - Twitter
SourceInfo2,From which of the following sources of information do you regularly get information about COVID-19? (please choose all that apply)- Facebook
SourceInfo3,From which of the following sources of information do you regularly get information about COVID-19? (please choose all that apply) - Communication with medical personnel
SourceInfo4,From which of the following sources of information do you regularly get information about COVID-19? (please choose all that apply) - Written news/online (please enter one example of a site/newspaper you read below)
SourceInfo4TEXT,From which of the following sources of information do you regularly get information about COVID-19? (please choose all that apply) - Written news/online (please enter one example of a site/newspaper you read below)
SourceInfo5,From which of the following sources of information do you regularly get information about COVID-19? (please choose all that apply) - TV news (please enter one example of a channel you watch below)
SourceInfo5TEXT,From which of the following sources of information do you regularly get information about COVID-19? (please choose all that apply) - TV news (please enter one example of a channel you watch below)
SourceInfo6,From which of the following sources of information do you regularly get information about COVID-19? (please choose all that apply) - Family
SourceInfo7,From which of the following sources of information do you regularly get information about COVID-19? (please choose all that apply) - Friends
SourceInfo8,From which of the following sources of information do you regularly get information about COVID-19? (please choose all that apply) - Neighbors/Community members
SourceInfo9,From which of the following sources of information do you regularly get information about COVID-19? (please choose all that apply) - Coworkers
SourceInfo10,From which of the following sources of information do you regularly get information about COVID-19? (please choose all that apply) - Workplace supervisor
SourceInfo11,"From which of the following sources of information do you regularly get information about COVID-19? (please choose all that apply) - Local (city, state) government"
SourceInfo12,From which of the following sources of information do you regularly get information about COVID-19? (please choose all that apply) - The president
SourceInfo13,"From which of the following sources of information do you regularly get information about COVID-19? (please choose all that apply) - Health organizations (e.g., the CDC, WHO)"
SourceInfo14,From which of the following sources of information do you regularly get information about COVID-19? (please choose all that apply)- Other (please specify below)
SourceInfo14TEXT,From which of the following sources of information do you regularly get information about COVID-19? (please choose all that apply)- Other (please specify below)
Fundamental1,"Please answer how important each of the following statements are to you at this point in your life, not how important these have been for you in the past or how important they may be in the future - Keeping myself physically safe from other people (1 = Not at all, 7 = Extremely important)"
Fundamental2,"Please answer how important each of the following statements are to you at this point in your life, not how important these have been for you in the past or how important they may be in the future- Avoiding people or places that might carry diseases (1 = Not at all, 7 = Extremely important)"
Fundamental3,"Please answer how important each of the following statements are to you at this point in your life, not how important these have been for you in the past or how important they may be in the future - Staying in contact with friends remotely (e.g., phone, video chat, texting, email) (1 = Not at all, 7 = Extremely important)"
Fundamental4,"Please answer how important each of the following statements are to you at this point in your life, not how important these have been for you in the past or how important they may be in the future - Spending time with friends outside your household/pod through in-person interactions (1 = Not at all, 7 = Extremely important)"
Fundamental5,"Please answer how important each of the following statements are to you at this point in your life, not how important these have been for you in the past or how important they may be in the future - Working in any way that brings in income, builds your career, or strengthens your abilities/skills (1 = Not at all, 7 = Extremely important)"
Fundamental6,"Please answer how important each of the following statements are to you at this point in your life, not how important these have been for you in the past or how important they may be in the future - Spending time trying to meet, or to stay in contact with new possible dating partners remotely (e.g., phone, video chat, texting) (1 = Not at all, 7 = Extremely important)"
Fundamental7,"Please answer how important each of the following statements are to you at this point in your life, not how important these have been for you in the past or how important they may be in the future - Spending time trying to meet, or to stay in contact with new possible dating partners through in-person interactions (1 = Not at all, 7 = Extremely important)"
Fundamental8,"Please answer how important each of the following statements are to you at this point in your life, not how important these have been for you in the past or how important they may be in the future - Spending quality time with my significant other (1 = Not at all, 7 = Extremely important)"
Fundamental9,"Please answer how important each of the following statements are to you at this point in your life, not how important these have been for you in the past or how important they may be in the future - Staying in contact with family members remotely (e.g., phone, video chat, texting, email) (1 = Not at all, 7 = Extremely important)"
Fundamental10,"Please answer how important each of the following statements are to you at this point in your life, not how important these have been for you in the past or how important they may be in the future - Spending time with family members outside your household/pod through in-person interactions (1 = Not at all, 7 = Extremely important)"
RiskManage1,"I save for the future so I can cover any unexpected costs that may come up (1=Strongly disagree, 7=Strongly agree)"
RiskManage2,"I actively do my best at work to reduce the risk of being fired (1=Strongly disagree, 7=Strongly agree)"
RiskManage3,"I have a backup plan in case my preferred/current career doesn't pan out (1=Strongly disagree, 7=Strongly agree)"
RiskManage4,"I avoid things that are too risky (1=Strongly disagree, 7=Strongly agree)"
RiskManage5,"I am unlikely to gamble (1=Strongly disagree, 7=Strongly agree)"
RiskManage6,"I am unlikely to begin ventures that don't have secure outcomes (1=Strongly disagree, 7=Strongly agree)"
RiskManage7,"When I buy an expensive commodity (e.g., computer/ phone/TV), I tend to buy an insurance plan for it (1=Strongly disagree, 7=Strongly agree)"
RiskManage8,"I like having more than one credit card to ensure that I can buy necessities if something goes wrong (1=Strongly disagree, 7=Strongly agree)"
RiskManage9,"I'm likely to ask parents/ friends/ someone for help if I'm in a tough situation (1=Strongly disagree, 7=Strongly agree)"
RiskManage10,"In high stakes situations I prefer to solve problems with the help from others instead of alone to ensure a beneficial outcome (1=Strongly disagree, 7=Strongly agree)"
RiskManage11,"When things go wrong, I prefer to solve problems on my own before I ask for help (1=Strongly disagree, 7=Strongly agree)"
NewFood,"Imagine you want to order takeout, and a new restaurant is opening up nearby serving a cuisine you've never had before--would you want to try it out? (1=Not at all, 7=Definitely)"
AloneTime,"About how much time do you currently spend by yourself each week? (1= 0-10%, 10=91-100%)"
AloneTimeSatisfied,"Since the beginning of the pandemic, have you been satisfied with the amount of time you spend alone? (1=no, I would like less alone time; ? 3=Somewhat; ? 5=no, I would like more alone time)"
SchoolChild,"Do you have any school-aged children who may be returning to in-person school in the next few weeks? (1=No, 2=Yes, 3=My Children have already returned to school)"
SchoolConcern,"Given the current state of the pandemic where you live, how concerned are you at the prospect of your children physically returning to school? (1=Not at all, 7=Extremely)"
SchoolMethod,"What is/will be your children's method of schooling?? 1 = in-person, 2 = online, 3 = mixed in-person and online, 4 = homeschool, 5 = other"
PreferredMethod,"Is this your preferred method of schooling? 1 = no, 2 = yes"
Schoolitems1,"If there are children who are attending school in person in your household, please rate your agreement with the following statements - I am comfortable with my children attending school in person as soon as possible (1=Strongly disagree, 7=Strongly agree)"
Schoolitems2,"If there are children who are attending school in person in your household, please rate your agreement with the following statements  - I believe that the benefits granted for my children by attending school in-person outweigh the potential risks associated with COVID-19 (1=Strongly disagree, 7=Strongly agree)"
Schoolitems3,"If there are children who are attending school in person in your household, please rate your agreement with the following statements - I have a choice/say in how my children attend school (1=Strongly disagree, 7=Strongly agree)"
Schoolitems4,"If there are children who are attending school in person in your household, please rate your agreement with the following statements - I have obligations that prevent me from keeping my children at home (1=Strongly disagree, 7=Strongly agree)"
JobChange,"Did you change your job or job status within the last 12 months (since September, 2020)? (1=No, 2=Yes)"
HowManyJobChange,How many times did you switch jobs in the last 12 months? Numbers only.
MonthChangeJob,"When (what month) did you change to your current job? (1=October, 2020, 11=August, 2020)"
Ocupation,What is your current occupation?
JobChangeStatus,"Would you consider this job to be of lower or higher status than your previous job/role? (1=Lower Status, 3=The same, 5=Higher status)"
WorriedCovidBF1,"During the time you shopped indoors in a crowded store in the last 7 days - How worried were you about the possibility of becoming infected with COVID-19? (1=Not at all, 7=Extremely)"
WorriedCovidBF2,"During the time you shopped indoors in a crowded store in the last 7 days - How worried were you about the possibility of infecting others with COVID-19? (1=Not at all, 7=Extremely)"
ChangePlansBF3,"Did you change your plans to shop in a particular store in the last 7 days because of the heightened risk during crowded shopping times? 1 = no, 2 = yes"
CelebrateTG,"Did you celebrate Thanksgiving? 1 = no, 2 = yes"
PrecautionTG,"If you celebrated Thanksgiving with people outside of your household, did you take precautions before meeting in person (e.g., quarantining ahead of time, testing beforehand)? (1=Quarantining ahead of time , 2=Tested for COVID beforehand , 3=Both, 4=Other)"
PrecautionTGTEXT,"If you celebrated Thanksgiving with people outside of your household, did you take precautions before meeting in person (e.g., quarantining ahead of time, testing beforehand)? Other:"
HowManyTG,How many people did you celebrate Thanksgiving dinner with?
NotHouseHoldTG,How many people were not members of your household?
MaskTG,"If you celebrated Thanksgiving with people outside of your household, did you wear a face mask and/or stay 6 feet away from others (e.g., an outdoor socially distanced Thanksgiving) (1=Not at all, 5=Always)"
COVIDpositiveTG,"If you celebrated Thanksgiving with people outside of your household, how likely do you think it is that at least one person there was COVID positive? (1=Not at all, 7=Extremely likely)"
HowCelebrateTG,"In one sentence, how did you celebrate Thanksgiving?"
MotivationTG,"In one sentence, what motivated you to celebrate Thanksgiving in this way?"
WorriedCovidTG1,"If you celebrated Thanksgiving with people outside of your household - How worried were you about the possibility of becoming infected with COVID-19? (1=Not at all, 7=Extremely)"
WorriedCovidTG2,"If you celebrated Thanksgiving with people outside of your household - How worried were you about the possibility that you could infect others with COVID-19?(1=Not at all, 7=Extremely)"
CancelTG,"Did you decide to avoid celebrating Thanksgiving because of COVID-19 related concerns? 1 = no, 2 = yes, 3 = other reason"
CancelTGTEXT,Did you decide to avoid celebrating Thanksgiving because of COVID-19 related concerns? other reason:
IOSTG,Please select the circle that best describes how close you feel with the people you spent (or would have spent) Thanksgiving with (4-10)
PresentVfuture1,"Right now I can either focus on the present or focus on the future, but not both (1=Strongly disagree, 7=Strongly agree)"
PresentVfuture2,"Right now when I make decisions, I think about the immediate present (1=Strongly disagree, 7=Strongly agree)"
PresentVfuture3,"Right now when I make decisions, I think about the distant future (1=Strongly disagree, 7=Strongly agree)"
PresentVfuture4,"Right now I can either prioritize my immediate well-being or my long-term well-being, but not both (1=Strongly disagree, 7=Strongly agree)"
FutureImportant,"Right now for me the future is 1 = extremely unimportant, 7 = extremely important"
PresentImportant,"Right now for me the present is 1 = extremely unimportant, 7 = extremely important"
RiskBehavior1,"Please indicate the likelihood that you would engage in the described activity or behavior if you were to find yourself in that situation - Drinking heavily at a social function. (1=Extremely unlikely, 7=Extremely likely)"
RiskBehavior2,"Please indicate the likelihood that you would engage in the described activity or behavior if you were to find yourself in that situation - Engaging in unprotected sex. (1=Extremely unlikely, 7=Extremely likely)"
RiskBehavior3,"Please indicate the likelihood that you would engage in the described activity or behavior if you were to find yourself in that situation - Driving a car without wearing a seat belt. (1=Extremely unlikely, 7=Extremely likely)"
RiskBehavior4,"Please indicate the likelihood that you would engage in the described activity or behavior if you were to find yourself in that situation - Riding a motorcycle without a helmet. (1=Extremely unlikely, 7=Extremely likely)"
RiskBehavior5,"Please indicate the likelihood that you would engage in the described activity or behavior if you were to find yourself in that situation - Sunbathing without sunscreen. (1=Extremely unlikely, 7=Extremely likely)"
RiskBehavior6,"Please indicate the likelihood that you would engage in the described activity or behavior if you were to find yourself in that situation - Walking home alone at night in an unsafe area of town. (1=Extremely unlikely, 7=Extremely likely)"
ReduceCovidRisk1,"To what extent have you tried to reduce the risk of becoming infected with COVID-19 by engaging in protective behaviors since March, 2020? (1=Not at all, 7=A great deal)"
ReduceCovidRisk2,"To what extent have the members of your household tried to reduce their risk of becoming infected with COVID-19 by engaging in protective behaviors since March, 2020? (1=Not at all, 7=A great deal)"
ReduceCovidRisk3,"To what extent have your friends tried to reduce their risk of becoming infected with COVID-19 by engaging in protective behaviors since March, 2020? (1=Not at all, 7=A great deal)"
FriendsRisks1,"It bothers me when my friends put themselves at risk of COVID-19 infection (e.g., attending a crowded place indoors) (1=strongly disagree, 7= strongly agree)"
FriendsRisks2,"My friends are bothered when I put myself at risk of COVID-19 infection (e.g., attending a crowded place indoors) (1=strongly disagree, 7= strongly agree)"
FriendsRisks3,"I wish that my friends were more careful about minimizing their risk of COVID-19 infection (e.g., more hand washing, mask wearing, social distancing) (1=strongly disagree, 7= strongly agree)"
FriendsRisks4,"My friends would like me to be more careful about minimizing my risk of COVID-19 infection (e.g., more hand washing, mask wearing, social distancing) (1=strongly disagree, 7= strongly agree)"
FriendsRisks5,"I enjoy when my friends come to me for help, even if it may increase my risk of becoming infected with COVID-19 (1=strongly disagree, 7= strongly agree)"
FriendsRisks6,"My friends don't mind when I come to them for help, even if it may increase their risk of becoming infected with COVID-19 (1=strongly disagree, 7= strongly agree)"
FriendsRisks7,"Some of my friends are more/less careful about COVID-19 than others, and that is creating conflict within my circle of friends (1=strongly disagree, 7= strongly agree)"
BothersHouseRisk,"It bothers me when members of my household put themselves at risk of COVID-19 infection (e.g., attending a crowded place indoors, not wearing a mask) (1=Strongly disagree, 7=Strongly agree)"
WishHouseCareful,"I wish that members of my household were more careful about minimizing their risk of COVID-19 infection (1=Strongly disagree, 7=Strongly agree)"
HouseConflict,"Some people in my household are more/less careful than others, and that is creating conflict within the members of my household (1=Strongly disagree, 7=Strongly agree)"
EnjoyHelpFriends,"I enjoy when my friends come to me for help, even if it requires seeing each other in-person and indoors (1=Strongly disagree, 7=Strongly agree)"
Big5.1,I am the life of the party (1=Strongly disagree; 5=Strongly agree)
Big5.2,I talk to a lot of different people at parties. (1=Strongly disagree; 5=Strongly agree)
Big5.3,I don't talk a lot. (1=Strongly disagree; 5=Strongly agree)
Big5.4,I keep in the background. (1=Strongly disagree; 5=Strongly agree)
Big5.5,I sympathize with others' feelings (1=Strongly disagree; 5=Strongly agree)
Big5.6,I feel others' emotions. (1=Strongly disagree; 5=Strongly agree)
Big5.7,I am not really interested in others. (1=Strongly disagree; 5=Strongly agree)
Big5.8,I am not interested in other people's problems. (1=Strongly disagree; 5=Strongly agree)
Big5.9,I get chores done right away.  (1=Strongly disagree; 5=Strongly agree)
Big5.10,I like order. (1=Strongly disagree; 5=Strongly agree)
Big5.11,I often forget to put things back in their proper place.  (1=Strongly disagree; 5=Strongly agree)
Big5.12,I make a mess of things. (1=Strongly disagree; 5=Strongly agree)
Big5.13,I have frequent mood swings.  (1=Strongly disagree; 5=Strongly agree)
Big5.14,I get upset easily.  (1=Strongly disagree; 5=Strongly agree)
Big5.15,I am relaxed most of the time. (1=Strongly disagree; 5=Strongly agree)
Big5.16,I seldom feel blue.  (1=Strongly disagree; 5=Strongly agree)
Big5.17,I have a vivid imagination. (1=Strongly disagree; 5=Strongly agree)
Big5.18,I have difficulty understanding abstract ideas. (1=Strongly disagree; 5=Strongly agree)
Big5.19,I am not interested in abstract ideas.  (1=Strongly disagree; 5=Strongly agree)
Big5.20,I do not have a good imagination. (1=Strongly disagree; 5=Strongly agree)
Reactance1,"When someone tells me what to do, I feel like doing precisely the opposite (1=Strongly disagree, 5=Strongly agree)"
Reactance2,"Rules and regulations provoke some kind of resistance in me (1=Strongly disagree, 5=Strongly agree)"
Reactance3,"When somebody tells me not to do something, I react by thinking that is exactly what I want to do (1=Strongly disagree, 5=Strongly agree)"
Reactance4,"I react negatively when others try to tell me what to do (1=Strongly disagree, 5=Strongly agree)"
Entitlement1,"I honestly feel I'm just more deserving than others (1=Strong disagreement, 7=Strong agreement)"
Entitlement2,"Great things should come to me (1=Strong disagreement, 7=Strong agreement)"
Entitlement3,"If I were on the Titanic, I would deserve to be on the first lifeboat! (1=Strong disagreement, 7=Strong agreement)"
Entitlement4,"I demand the best because I'm worth it (1=Strong disagreement, 7=Strong agreement)"
Entitlement5,"I do not necessarily deserve special treatment (1=Strong disagreement, 7=Strong agreement)"
Entitlement6,"I deserve more things in my life (1=Strong disagreement, 7=Strong agreement)"
Entitlement7,"People like me deserve an extra break now and then (1=Strong disagreement, 7=Strong agreement)"
Entitlement8,"Things should go my way (1=Strong disagreement, 7=Strong agreement)"
Entitlement9,"I feel entitled to more of everything (1=Strong disagreement, 7=Strong agreement)"
HowMuchSleep,"How much have you been sleeping? 1 = less than usual, 3 = about the same, 5 = more than usual "
HourSleep,How many hours of actual sleep did you get at night? (This may be different than the number of hours you spend in bed). 
QualitySleep,"How would you rate the quality of your sleep? 1 = poor/unrefreshing, 3 = acceptable, 5 = excellent, restful/refreshing"
HowFastYear,"How fast did this past year go by? 1 = very slowly, 5 = very quickly"
SleepExperiences1,"Have you experienced any of the following more than usual? - Strange or vivid dreams (1=No, 2=Yes)"
SleepExperiences2,"Have you experienced any of the following more than usual? - Nightmares or night terrors (1=No, 2=Yes)"
SleepExperiences3,"Have you experienced any of the following more than usual? - Lack of dreams (1=No, 2=Yes)"
SleepExperiences4,"Have you experienced any of the following more than usual? - Bouts of insomnia (1=No, 2=Yes)"
SleepExperiences5,"Have you experienced any of the following more than usual? - Trouble falling asleep (1=No, 2=Yes)"
SleepExperiences6,"Have you experienced any of the following more than usual? - Trouble staying asleep (1=No, 2=Yes)"
SleepExperiences7,"Have you experienced any of the following more than usual? - Change in your sleep schedule (for e (1=No, 2=Yes)xample, going to bed later)"
NewPandemic,"How likely is another pandemic that is as or more damaging (e.g. loss of life, economic impact) as COVID-19 in the next 100 years? (1=Extremely unlikely, 7=Extremely likely)"
TimeTilNewPandemic,"How long will it be before another pandemic happens that is as or more damaging than COVID-19? 1 = wtihin 1 year, 2 = 5 years, 3 = 10 years, 4 = 50 years, 5 = 100 years, 6 = 200 years, 7 = 500 years, 8 = Longer"
PandemicExtinction,"How likely is a future pandemic that could cause human extinction (everyone dying) or destroy human civilization in the next 100 years? (1=Extremely unlikely, 7=Extremely likely)"
GovernmentPandemic,"How much can government action minimize the damage from future pandemics? (1=Very little, 7=Very much)"
IndividualPandemic,"How much can individual action minimize the damage from future pandemics? (1=Very little, 7=Very much)"
CausesExtinction1,How likely are each of the following to cause human extinction in the next 100 years? Give the percent chance of extinction from each:   - Global thermonuclear war
CausesExtinction2,How likely are each of the following to cause human extinction in the next 100 years? Give the percent chance of extinction from each:  - Global warming/climate change/environment destruction
CausesExtinction3,How likely are each of the following to cause human extinction in the next 100 years? Give the percent chance of extinction from each:  - Naturally occurring pandemic
CausesExtinction4,How likely are each of the following to cause human extinction in the next 100 years? Give the percent chance of extinction from each:  - Bioweapons that cause a pandemic
CausesExtinction5,How likely are each of the following to cause human extinction in the next 100 years? Give the percent chance of extinction from each:  - Super intelligent AI
CausesExtinction6,How likely are each of the following to cause human extinction in the next 100 years? Give the percent chance of extinction from each:  - Asteroid hitting Earth
CausesExtinction8,How likely are each of the following to cause human extinction in the next 100 years? Give the percent chance of extinction from each:  - How likely will human civilization still exist in 100 years?
CausesExtinction9,How likely are each of the following to cause human extinction in the next 100 years? Give the percent chance of extinction from each:  - manually entered cause of extinction:
CausesExtinction9TEXT,How likely are each of the following to cause human extinction in the next 100 years? Give the percent chance of extinction from each:  - Enter any other danger that could cause extinction:
